"COUNTRY","Country","SEX","Sex","AGE","Age","EMPSTAT","Employment status","JOBTYPE","Job type","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","MW","All persons","1524","15 to 24","TE","Total employment","PT","Part-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,13.4988080064354,,
"AUS","Australia","MW","All persons","1524","15 to 24","TE","Total employment","PT","Part-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,13.5451235022311,,
"AUS","Australia","MW","All persons","1524","15 to 24","TE","Total employment","PT","Part-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,13.6260105523636,,
"AUS","Australia","MW","All persons","1524","15 to 24","TE","Total employment","TED","Total declared employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,28.763602106101,,
"AUS","Australia","MW","All persons","1524","15 to 24","TE","Total employment","TED","Total declared employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,28.7117639069768,,
"AUS","Australia","MW","All persons","1524","15 to 24","TE","Total employment","TED","Total declared employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,28.6694480732614,,
"AUS","Australia","MW","All persons","1524","15 to 24","TE","Total employment","TED","Total declared employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,27.9715846116934,,
"AUS","Australia","MW","All persons","1524","15 to 24","TE","Total employment","TED","Total declared employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,27.7421290440977,,
"AUS","Australia","MW","All persons","2554","25 to 54","DE","Dependent employment","FT","Full-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,42.7178914476236,,
"AUS","Australia","MW","All persons","2554","25 to 54","DE","Dependent employment","FT","Full-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,42.7090183639311,,
"AUS","Australia","MW","All persons","2554","25 to 54","DE","Dependent employment","FT","Full-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,42.7500100934047,,
"AUS","Australia","MW","All persons","2554","25 to 54","DE","Dependent employment","FT","Full-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,42.653873136079,,
"AUS","Australia","MW","All persons","2554","25 to 54","DE","Dependent employment","FT","Full-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,42.4811299349982,,
"AUS","Australia","MW","All persons","2554","25 to 54","DE","Dependent employment","PT","Part-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,18.1935681191852,,
"AUS","Australia","MW","All persons","2554","25 to 54","DE","Dependent employment","PT","Part-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,18.2503301493113,,
"AUS","Australia","MW","All persons","2554","25 to 54","DE","Dependent employment","PT","Part-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,18.3993565508529,,
"AUS","Australia","MW","All persons","2554","25 to 54","DE","Dependent employment","PT","Part-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,18.4312524797906,,
"AUS","Australia","MW","All persons","2554","25 to 54","DE","Dependent employment","PT","Part-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,18.4141575880501,,
"AUS","Australia","MW","All persons","2554","25 to 54","DE","Dependent employment","TED","Total declared employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,38.1802109480909,,
"AUS","Australia","MW","All persons","2554","25 to 54","DE","Dependent employment","TED","Total declared employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,38.2424761044303,,
"AUS","Australia","MW","All persons","2554","25 to 54","DE","Dependent employment","TED","Total declared employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,38.3834152681404,,
"AUS","Australia","MW","All persons","2554","25 to 54","DE","Dependent employment","TED","Total declared employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,38.3163930810132,,
"AUS","Australia","MW","All persons","2554","25 to 54","DE","Dependent employment","TED","Total declared employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,38.1430235184641,,
"AUS","Australia","MW","All persons","2554","25 to 54","TE","Total employment","FT","Full-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,43.2457185161537,,
"AUS","Australia","MW","All persons","2554","25 to 54","TE","Total employment","FT","Full-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,43.2078801253833,,
"AUS","Australia","MW","All persons","2554","25 to 54","TE","Total employment","FT","Full-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,43.1755837728306,,
"AUS","Australia","MW","All persons","2554","25 to 54","TE","Total employment","FT","Full-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,43.0483089784303,,
"AUS","Australia","MW","All persons","2554","25 to 54","TE","Total employment","FT","Full-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,42.8586496783128,,
"AUS","Australia","MW","All persons","2554","25 to 54","TE","Total employment","PT","Part-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,17.763157828154,,
"AUS","Australia","MW","All persons","2554","25 to 54","TE","Total employment","PT","Part-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,17.8513307630582,,
"AUS","Australia","MW","All persons","2554","25 to 54","TE","Total employment","PT","Part-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,17.9479389980131,,
"AUS","Australia","MW","All persons","2554","25 to 54","TE","Total employment","PT","Part-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,18.0376149828441,,
"AUS","Australia","MW","All persons","2554","25 to 54","TE","Total employment","PT","Part-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,18.0421714995491,,
"AUS","Australia","MW","All persons","2554","25 to 54","TE","Total employment","TED","Total declared employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,38.351119448167,,
"AUS","Australia","MW","All persons","2554","25 to 54","TE","Total employment","TED","Total declared employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,38.3913224622346,,
"AUS","Australia","MW","All persons","2554","25 to 54","TE","Total employment","TED","Total declared employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,38.4165477169282,,
"AUS","Australia","MW","All persons","2554","25 to 54","TE","Total employment","TED","Total declared employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,38.3669522828259,,
"AUS","Australia","MW","All persons","2554","25 to 54","TE","Total employment","TED","Total declared employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,38.1743201158385,,
"AUS","Australia","MW","All persons","5564","55 to 64","DE","Dependent employment","FT","Full-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,42.6448915022259,,
"AUS","Australia","MW","All persons","5564","55 to 64","DE","Dependent employment","FT","Full-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,42.750744271184,,
"AUS","Australia","MW","All persons","5564","55 to 64","DE","Dependent employment","FT","Full-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,42.9174121876858,,
"AUS","Australia","MW","All persons","5564","55 to 64","DE","Dependent employment","FT","Full-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,42.7635199828797,,
"AUS","Australia","MW","All persons","5564","55 to 64","DE","Dependent employment","FT","Full-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,42.3611976562768,,
"AUS","Australia","MW","All persons","5564","55 to 64","DE","Dependent employment","PT","Part-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,17.3979677364598,,
"AUS","Australia","MW","All persons","5564","55 to 64","DE","Dependent employment","PT","Part-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,17.5058065872773,,
"AUS","Australia","MW","All persons","5564","55 to 64","DE","Dependent employment","PT","Part-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,17.7955150386506,,
"AUS","Australia","MW","All persons","5564","55 to 64","DE","Dependent employment","PT","Part-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,17.8043689242016,,
"AUS","Australia","MW","All persons","5564","55 to 64","DE","Dependent employment","PT","Part-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,17.9494634017963,,
"AUS","Australia","MW","All persons","5564","55 to 64","DE","Dependent employment","TED","Total declared employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,36.6947760499514,,
"AUS","Australia","MW","All persons","5564","55 to 64","DE","Dependent employment","TED","Total declared employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,36.8779253849826,,
"AUS","Australia","MW","All persons","5564","55 to 64","DE","Dependent employment","TED","Total declared employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,37.1599209626571,,
"AUS","Australia","MW","All persons","5564","55 to 64","DE","Dependent employment","TED","Total declared employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,37.055480248925,,
"AUS","Australia","MW","All persons","5564","55 to 64","DE","Dependent employment","TED","Total declared employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,36.6375871315956,,
"AUS","Australia","MW","All persons","5564","55 to 64","TE","Total employment","FT","Full-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,43.568767337072,,
"AUS","Australia","MW","All persons","5564","55 to 64","TE","Total employment","FT","Full-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,43.4263894218497,,
"AUS","Australia","MW","All persons","5564","55 to 64","TE","Total employment","FT","Full-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,43.5684856370305,,
"AUS","Australia","MW","All persons","5564","55 to 64","TE","Total employment","FT","Full-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,43.5466010485904,,
"AUS","Australia","MW","All persons","5564","55 to 64","TE","Total employment","FT","Full-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,43.0852458485161,,
"AUS","Australia","MW","All persons","5564","55 to 64","TE","Total employment","PT","Part-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,16.8209622317413,,
"AUS","Australia","MW","All persons","5564","55 to 64","TE","Total employment","PT","Part-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,16.8404310077454,,
"AUS","Australia","MW","All persons","5564","55 to 64","TE","Total employment","PT","Part-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,17.2447980511398,,
"AUS","Australia","MW","All persons","5564","55 to 64","TE","Total employment","PT","Part-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,17.2215135280138,,
"AUS","Australia","MW","All persons","5564","55 to 64","TE","Total employment","PT","Part-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,17.388550328158,,
"AUS","Australia","MW","All persons","5564","55 to 64","TE","Total employment","TED","Total declared employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,36.8501517235618,,
"AUS","Australia","MW","All persons","5564","55 to 64","TE","Total employment","TED","Total declared employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,36.862565427151,,
"AUS","Australia","MW","All persons","5564","55 to 64","TE","Total employment","TED","Total declared employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,37.1648891181437,,
"AUS","Australia","MW","All persons","5564","55 to 64","TE","Total employment","TED","Total declared employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,37.1107109274207,,
"AUS","Australia","MW","All persons","5564","55 to 64","TE","Total employment","TED","Total declared employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,36.6902816018587,,
"AUS","Australia","MW","All persons","6599","65+","DE","Dependent employment","FT","Full-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,43.0917756169995,,
"AUS","Australia","MW","All persons","6599","65+","DE","Dependent employment","FT","Full-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,43.4019356843976,,
"AUS","Australia","MW","All persons","6599","65+","DE","Dependent employment","FT","Full-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,42.6731825390843,,
"AUS","Australia","MW","All persons","6599","65+","DE","Dependent employment","FT","Full-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,42.8672479902164,,
"AUS","Australia","MW","All persons","6599","65+","DE","Dependent employment","FT","Full-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,42.9857798711408,,
"AUS","Australia","MW","All persons","6599","65+","DE","Dependent employment","PT","Part-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,14.1925477112209,,
"AUS","Australia","MW","All persons","6599","65+","DE","Dependent employment","PT","Part-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,14.4710156123153,,
"AUS","Australia","MW","All persons","6599","65+","DE","Dependent employment","PT","Part-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,14.6842058583988,,
"AUS","Australia","MW","All persons","6599","65+","DE","Dependent employment","PT","Part-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,14.1370022350523,,
"AUS","Australia","MW","All persons","6599","65+","DE","Dependent employment","PT","Part-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,14.4078786678202,,
"AUS","Australia","MW","All persons","6599","65+","DE","Dependent employment","TED","Total declared employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,29.4865518717759,,
"AUS","Australia","MW","All persons","6599","65+","DE","Dependent employment","TED","Total declared employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,29.9808907578847,,
"AUS","Australia","MW","All persons","6599","65+","DE","Dependent employment","TED","Total declared employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,30.1300529362002,,
"AUS","Australia","MW","All persons","6599","65+","DE","Dependent employment","TED","Total declared employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,29.8579001954146,,
"AUS","Australia","MW","All persons","6599","65+","DE","Dependent employment","TED","Total declared employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,28.977574208242,,
"AUS","Australia","MW","All persons","6599","65+","TE","Total employment","FT","Full-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,45.2568708168966,,
"AUS","Australia","MW","All persons","6599","65+","TE","Total employment","FT","Full-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,44.6697101947798,,
"AUS","Australia","MW","All persons","6599","65+","TE","Total employment","FT","Full-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,44.0569157821948,,
"AUS","Australia","MW","All persons","6599","65+","TE","Total employment","FT","Full-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,44.0071640753094,,
"AUS","Australia","MW","All persons","6599","65+","TE","Total employment","FT","Full-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,43.795326377784,,
"AUS","Australia","MW","All persons","6599","65+","TE","Total employment","PT","Part-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,13.9946151214665,,
"AUS","Australia","MW","All persons","6599","65+","TE","Total employment","PT","Part-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,14.0813599280348,,
"AUS","Australia","MW","All persons","6599","65+","TE","Total employment","PT","Part-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,14.1122566924697,,
"AUS","Australia","MW","All persons","6599","65+","TE","Total employment","PT","Part-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,13.8774156980431,,
"AUS","Australia","MW","All persons","6599","65+","TE","Total employment","PT","Part-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,14.1873315398621,,
"AUS","Australia","MW","All persons","6599","65+","TE","Total employment","TED","Total declared employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,30.4963424045984,,
"AUS","Australia","MW","All persons","6599","65+","TE","Total employment","TED","Total declared employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,30.3156025515216,,
"AUS","Australia","MW","All persons","6599","65+","TE","Total employment","TED","Total declared employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,30.1369546965188,,
"AUS","Australia","MW","All persons","6599","65+","TE","Total employment","TED","Total declared employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,29.6804265634415,,
"AUS","Australia","MW","All persons","6599","65+","TE","Total employment","TED","Total declared employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,28.9124699843389,,
"AUS","Australia","MW","All persons","900000","Total","DE","Dependent employment","FT","Full-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,42.3813565433342,,
"AUS","Australia","MW","All persons","900000","Total","DE","Dependent employment","FT","Full-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,42.4037907537308,,
"AUS","Australia","MW","All persons","900000","Total","DE","Dependent employment","FT","Full-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,42.4646808714071,,
"AUS","Australia","MW","All persons","900000","Total","DE","Dependent employment","FT","Full-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,42.3805616366405,,
"AUS","Australia","MW","All persons","900000","Total","DE","Dependent employment","FT","Full-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,42.1697510659161,,
"AUS","Australia","MW","All persons","900000","Total","DE","Dependent employment","PT","Part-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,16.4237842628685,,
"AUS","Australia","MW","All persons","900000","Total","DE","Dependent employment","PT","Part-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,16.4703795151102,,
"AUS","Australia","MW","All persons","900000","Total","DE","Dependent employment","PT","Part-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,16.5760607832746,,
"AUS","Australia","MW","All persons","900000","Total","DE","Dependent employment","PT","Part-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,16.538442344081,,
"AUS","Australia","MW","All persons","900000","Total","DE","Dependent employment","PT","Part-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,16.6020261896649,,
"AUS","Australia","MW","All persons","900000","Total","DE","Dependent employment","TED","Total declared employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,36.0699906983495,,
"AUS","Australia","MW","All persons","900000","Total","DE","Dependent employment","TED","Total declared employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,36.1490566061527,,
"AUS","Australia","MW","All persons","900000","Total","DE","Dependent employment","TED","Total declared employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,36.2971736992665,,
"AUS","Australia","MW","All persons","900000","Total","DE","Dependent employment","TED","Total declared employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,36.1286388987916,,
"AUS","Australia","MW","All persons","900000","Total","DE","Dependent employment","TED","Total declared employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,35.9161412853289,,
"AUS","Australia","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,42.9746533542458,,
"AUS","Australia","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,42.9282323606308,,
"AUS","Australia","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,42.9285861878552,,
"AUS","Australia","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,42.8394199657709,,
"AUS","Australia","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,42.6035247090997,,
"AUS","Australia","MW","All persons","900000","Total","TE","Total employment","PT","Part-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,16.1956088885245,,
"AUS","Australia","MW","All persons","900000","Total","TE","Total employment","PT","Part-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,16.2433785180655,,
"AUS","Australia","MW","All persons","900000","Total","TE","Total employment","PT","Part-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,16.3336499940677,,
"AUS","Australia","MW","All persons","900000","Total","TE","Total employment","PT","Part-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,16.3309904050966,,
"AUS","Australia","MW","All persons","900000","Total","TE","Total employment","PT","Part-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,16.4052216205546,,
"AUS","Australia","MW","All persons","900000","Total","TE","Total employment","TED","Total declared employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,36.3213172142937,,
"AUS","Australia","MW","All persons","900000","Total","TE","Total employment","TED","Total declared employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,36.3477062458303,,
"AUS","Australia","MW","All persons","900000","Total","TE","Total employment","TED","Total declared employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,36.3987263856889,,
"AUS","Australia","MW","All persons","900000","Total","TE","Total employment","TED","Total declared employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,36.2480232247849,,
"AUS","Australia","MW","All persons","900000","Total","TE","Total employment","TED","Total declared employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,36.0121479895492,,
"AUS","Australia","MEN","Men","1524","15 to 24","DE","Dependent employment","FT","Full-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,41.055810765614,,
"AUS","Australia","MEN","Men","1524","15 to 24","DE","Dependent employment","FT","Full-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,41.2614798427575,,
"AUS","Australia","MEN","Men","1524","15 to 24","DE","Dependent employment","FT","Full-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,41.3674739499885,,
"AUS","Australia","MEN","Men","1524","15 to 24","DE","Dependent employment","FT","Full-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,41.2121893738443,,
"AUS","Australia","MEN","Men","1524","15 to 24","DE","Dependent employment","FT","Full-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,41.0372331514885,,
"AUS","Australia","MEN","Men","1524","15 to 24","DE","Dependent employment","PT","Part-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,13.4877355030721,,
"AUS","Australia","MEN","Men","1524","15 to 24","DE","Dependent employment","PT","Part-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,13.3547388841235,,
"AUS","Australia","MEN","Men","1524","15 to 24","DE","Dependent employment","PT","Part-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,13.5333755681033,,
"AUS","Australia","MEN","Men","1524","15 to 24","DE","Dependent employment","PT","Part-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,13.4126978623056,,
"AUS","Australia","MEN","Men","1524","15 to 24","DE","Dependent employment","PT","Part-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,13.6082616020591,,
"AUS","Australia","MEN","Men","1524","15 to 24","DE","Dependent employment","TED","Total declared employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,31.2200942294197,,
"AUS","Australia","MEN","Men","1524","15 to 24","DE","Dependent employment","TED","Total declared employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,31.375845312333,,
"AUS","Australia","MEN","Men","1524","15 to 24","DE","Dependent employment","TED","Total declared employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,31.4761457621992,,
"AUS","Australia","MEN","Men","1524","15 to 24","DE","Dependent employment","TED","Total declared employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,30.6854067809082,,
"AUS","Australia","MEN","Men","1524","15 to 24","DE","Dependent employment","TED","Total declared employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,30.4791814319598,,
"AUS","Australia","MEN","Men","1524","15 to 24","TE","Total employment","FT","Full-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,41.2266926879527,,
"AUS","Australia","MEN","Men","1524","15 to 24","TE","Total employment","FT","Full-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,41.4211495234223,,
"AUS","Australia","MEN","Men","1524","15 to 24","TE","Total employment","FT","Full-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,41.5147757312347,,
"AUS","Australia","MEN","Men","1524","15 to 24","TE","Total employment","FT","Full-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,41.3634803021379,,
"AUS","Australia","MEN","Men","1524","15 to 24","TE","Total employment","FT","Full-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,41.218847298703,,
